ID#,Balance,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
827,3832,1000,1,0,0,6120
828,3268,52263,32,0,0,6120
829,36790,7158,14,0,0,6133
830,363165,5950,11,1850,8,6116
831,179382,4225,7,0,0,6115
832,218207,8500,4,0,0,6114
833,765738,62133,14,0,0,6112
834,54265,0,0,0,0,6109
835,69959,16504,13,0,0,6108
836,86380,13500,3,0,0,6102
837,48321,0,0,0,0,6102
838,78130,37251,15,900,2,6120
839,25333,11229,16,300,2,6099
840,54522,21221,45,2500,5,6125
841,75413,31726,18,0,0,6094
842,292533,64186,15,1000,2,6095
843,114932,3150,13,1650,12,6092
844,18932,24660,22,0,0,6091
845,35997,71171,19,900,5,6088
846,136664,36024,15,0,0,6086
847,173191,31503,13,0,0,6084
848,16528,250,2,0,0,6081
850,119932,22463,26,5177,11,6077
851,144171,33200,15,0,0,6073
852,77109,60000,7,0,0,6071
853,144973,23703,14,0,0,6280
854,75027,1390,3,500,1,6067
855,96387,43512,20,0,0,6065
856,34854,750,5,650,4,6063
857,44307,7944,8,0,0,6060
858,73836,64748,19,0,0,6087
859,20126,0,0,0,0,6053
860,56268,33447,14,100,1,6017
861,25629,107308,36,600,2,5966
862,70774,32635,31,1400,14,5931
863,6371,1404,8,0,0,5905
864,95595,12060,14,0,0,5877
865,51843,40997,17,0,0,5859
866,84868,33187,15,0,0,6057
867,79629,2550,2,50,1,6091
868,58620,2125,10,0,0,6051
869,70380,74399,12,0,0,6050
870,93473,20257,15,0,0,6049
871,131621,27846,31,6047,11,6045
872,195563,16715,13,0,0,6042
873,21138,4500,2,0,0,6031
874,93319,270,3,100,1,6043
875,56606,61634,14,100,1,6039
876,38763,34652,13,0,0,6037
877,16430,8528,12,0,0,6036
878,61440,8156,25,0,0,6032
879,206648,5132,16,2450,11,6030
880,323273,9000,5,500,1,6028
881,76702,21568,17,0,0,6025
882,19348,17059,19,0,0,6022
883,31669,8384,15,0,0,6018
884,40902,4850,7,1350,5,6018
885,16906,2750,15,0,0,6017
886,65508,14000,7,2500,5,6015
887,10152,0,0,0,0,6010
888,21461,40806,28,0,0,6011
889,28979,6494,12,0,0,6010
890,24711,3193,11,500,1,6009
891,301447,63866,18,500,1,6004
892,234308,21078,15,200,1,6007
893,37832,0,0,0,0,6004
894,135168,29156,16,300,2,6002
895,134650,40232,17,2055,2,6000
896,20665,19947,16,0,0,5997
897,5546,2631,6,0,0,5995
898,91736,26724,14,0,0,5994
899,444159,0,0,0,0,5993
900,94167,6500,4,500,1,5990
901,132256,15040,24,899,3,5988
902,149959,85844,51,1400,4,5986
903,104338,2500,1,0,0,5982
904,38312,37419,14,0,0,5980
905,1860,65,2,0,0,5976
906,54337,2131,9,230,1,5976
907,218763,11650,6,1150,3,5975
908,26204,4030,6,2930,4,5989
909,27876,0,0,0,0,5972
910,115533,8867,15,0,0,5968
911,129412,62510,21,0,0,5982
912,172110,21382,23,950,3,5944
913,143378,3000,4,1500,3,5905
914,120476,9406,14,0,0,5870
915,15835,112171,16,0,0,5825
916,289351,147787,35,500,1,5789
917,32141,3500,14,0,0,5768
918,967,980,2,0,0,5716
919,20281,0,0,0,0,5567
920,111072,50533,19,350,1,5541
921,2111,100,1,0,0,5962
922,322454,44591,23,250,1,5961
923,4600,140,1,0,0,5959
924,23390,1650,3,150,1,5958
925,210496,9022,24,4900,19,5953
926,40189,0,0,0,0,5952
927,21747,0,0,0,0,5638
928,212051,76256,23,2993,6,5523
929,266200,5000,1,0,0,5583
930,54148,40233,14,350,1,5949
931,25512,0,0,0,0,5393
932,28519,2125,2,0,0,5405
933,219387,105913,21,150,2,5951
934,163964,11385,11,0,0,5948
935,49736,3200,4,700,3,6038
936,10084,500,1,500,1,5946
937,22988,9347,14,1200,4,5944
938,17739,437,4,0,0,5941
939,152426,6000,6,2000,4,5939
940,34428,2625,10,0,0,5938
941,124030,61599,16,0,0,5934
942,17336,2375,12,0,0,5934
943,290012,64360,18,650,2,5931
944,29125,10930,14,0,0,5945
945,83848,28202,14,0,0,5927
946,133264,74067,21,0,0,5926
947,124869,30116,16,0,0,5924
948,39233,27545,13,0,0,5920
949,13050,13617,16,0,0,5920
950,90855,23992,13,0,0,5919
951,44824,21107,19,2000,4,5916
952,3663,894,10,0,0,5916
953,44293,21920,21,100,1,5913
954,31319,7552,5,0,0,5912
955,40757,14002,11,0,0,5912
956,130356,150,1,150,1,5910
957,125077,21881,14,0,0,5905
958,226826,91660,21,500,1,5906
959,38150,16688,15,0,0,5854
960,20342,3291,9,0,0,5829
961,45781,6498,13,0,0,5801
962,144525,2833,4,0,0,5785
963,37571,7197,15,0,0,5762
964,112013,24943,14,0,0,5734
965,30638,48963,16,0,0,5696
966,55997,68320,23,0,0,5899
967,11447,1945,13,0,0,5902
968,17778,0,0,0,0,5897
969,13375,15732,43,9200,28,5916
970,118572,21426,19,0,0,5892
971,13720,0,0,0,0,5884
972,11030,0,0,0,0,5884
973,8651,41586,22,950,5,5882
974,281626,53521,16,0,0,5878
975,26367,19649,15,0,0,5874
976,120945,4300,4,300,2,5871
977,2843,44130,35,7450,20,5869
978,11782,0,0,0,0,5864
979,89480,2946,4,1946,3,5902
980,20702,30451,24,1100,5,5856
981,15108,2850,16,0,0,5876
982,24917,16239,13,150,1,5857
983,132910,75540,46,250,1,5856
984,61227,6957,10,0,0,5647
985,2117,769,7,0,0,5609
986,38964,35166,26,3200,8,5553
987,20498,7826,20,7226,18,5491
988,131554,64937,15,0,0,5428
989,55661,15107,13,0,0,5387
990,84949,41854,15,0,0,5336
991,139897,21065,28,50,1,5329
992,155587,6893,9,0,0,5279
993,24310,2815,6,0,0,5266
994,106115,16197,21,500,1,5219
995,238641,61971,15,850,2,5849
996,70671,0,0,0,0,5850
997,31593,3128,12,0,0,5846
998,101397,19173,12,0,0,5847
999,133052,17424,15,0,0,5843
1000,37252,15774,19,0,0,5842
1001,15241,0,0,0,0,5840
1002,21101,7171,32,0,0,5839
1003,80612,32334,20,0,0,5839
1004,45542,59012,14,0,0,5835
1005,5274,2074,11,0,0,5834
1006,101089,23503,17,0,0,5834
1007,7560,0,0,0,0,5833
1008,255797,62107,16,0,0,5832
1009,192046,54818,52,1200,3,5829
1010,370596,50120,12,0,0,5826
1011,141491,63060,6,0,0,5827
1012,89527,22206,14,0,0,5821
1013,330644,0,0,0,0,5822
1014,49430,31471,16,0,0,5822
1015,114070,16293,24,250,1,5818
1016,124004,9982,12,0,0,5815
1017,10497,0,0,0,0,5815
1018,8327,2900,4,150,1,5814
1019,25463,7973,14,0,0,5813
1020,85036,43825,21,0,0,5807
1021,11449,24415,11,0,0,5864
1022,54392,0,0,0,0,5807
1023,52577,441,12,0,0,5804
1024,80174,500,1,0,0,5804
1025,96827,12100,19,8100,17,5801
1026,9489,5359,14,0,0,5807
1027,57587,2620,6,0,0,5799
1028,131306,32115,15,0,0,5797
1029,39985,15103,21,0,0,5794
1030,71627,3225,9,600,2,5793
1031,161396,26695,11,1000,2,5792
1032,81300,3750,5,250,3,5791
1033,66015,26706,30,2676,7,5790
1034,7800,200,1,0,0,5787
1035,27348,3084,4,0,0,5824
1036,153554,11786,6,1750,4,5784
1037,42990,5345,3,0,0,5804
1038,16664,0,0,0,0,5778
1039,37618,17385,7,0,0,5818
1040,53384,16907,12,0,0,5778
1041,43326,1100,7,1100,7,5776
1042,113683,11821,12,0,0,5773
1043,77930,37541,35,3600,18,5773
1044,27625,27799,16,500,1,5772
1045,33835,2280,7,1000,2,5771
1046,170049,10232,16,750,2,5770
1047,154664,73881,33,0,0,5769
1048,36935,34448,17,0,0,5766
1049,67904,81,1,0,0,5764
1050,57434,11140,16,0,0,5770
1051,11031,1600,5,0,0,5762
1052,78268,6172,13,500,1,5758
1053,98213,68013,29,0,0,5755
1054,9430,11323,13,0,0,5756
1055,5195,33050,3,50,1,5755
1056,9793,3100,2,0,0,5755
1057,34690,18124,14,0,0,5752
1058,138368,68663,13,0,0,5755
1059,63547,31745,14,0,0,5748
1060,217130,51202,20,0,0,5745
1061,14106,475,4,0,0,5749
1062,44026,12282,18,634,1,5738
1063,62183,38635,18,0,0,5738
1064,165534,71312,18,1000,2,5736
1065,45358,14507,9,0,0,5735
1066,72325,56792,16,0,0,5731
1067,190285,69262,16,348,1,5728
1068,235567,16106,15,0,0,5728
1069,305519,79216,27,650,3,5724
1070,161546,8042,6,600,2,5722
1071,38884,2850,13,500,1,5729
1072,42040,14189,17,4034,13,5717
1073,96988,7761,14,0,0,5715
1074,24394,3250,3,250,1,5713
1075,354641,77694,29,3600,9,5710
1076,39313,24091,16,0,0,5706
1077,468,26650,14,550,3,5708
1078,146014,26366,17,700,3,5822
1079,42999,33801,12,350,1,5653
1080,37163,19318,14,0,0,4988
1081,6158,27754,14,0,0,5546
1082,108904,19931,17,0,0,5255
1083,25168,500,1,500,1,5547
1084,68454,13667,12,0,0,5559
1085,70877,8956,15,0,0,5696
1086,1057,433,5,0,0,5622
1087,35342,70454,12,0,0,5534
1088,16992,0,0,0,0,5582
1089,2558,6264,10,0,0,5581
1090,196093,14000,3,0,0,5595
1092,269558,10000,1,0,0,5472
1093,88500,2500,2,0,0,5090
1094,8719,2000,9,0,0,5671
1095,36936,2875,16,0,0,5492
1096,427357,6027,12,0,0,5587
1097,258422,48708,17,0,0,5657
1098,75428,7539,14,0,0,5609
1099,34383,22956,12,0,0,5611
1100,82120,8000,3,0,0,5619
1101,34546,1500,2,0,0,5612
1102,92641,5265,6,0,0,5568
1103,95100,1250,3,1250,3,5671
1104,19960,0,0,0,0,4896
1105,47150,39561,18,0,0,5577
1106,1650,1250,3,250,1,5554
1107,100992,8144,16,409,2,5422
1108,68610,6115,12,0,0,5349
1109,75684,27320,9,0,0,5316
1110,42438,519,10,0,0,5349
1111,17645,60978,20,0,0,5660
1112,24545,0,0,0,0,5671
1113,84633,10771,10,0,0,5479
1114,103891,140573,21,1150,3,5699
1115,39847,95918,38,150,1,5694
1116,47938,12656,13,0,0,5708
1117,88929,44932,20,650,2,5694
1118,129866,66150,30,0,0,5692
1119,22585,3430,3,0,0,5689
1120,47394,31347,19,2150,5,5688
1121,73640,10192,14,0,0,5156
1122,247743,51296,20,500,1,5087
1123,295008,136704,27,0,0,5028
1124,117543,32355,21,600,2,4954
1125,102803,90605,20,0,0,5701
1126,89945,14218,16,350,1,5680
1127,739476,24215,8,322,1,5678
1128,69337,17740,13,0,0,5667
1129,140866,15906,17,0,0,5672
1130,25634,0,0,0,0,5663
1131,82078,40279,9,0,0,5664
1132,33327,1000,1,0,0,5664
1133,95783,14506,13,0,0,5659
1134,27591,8209,34,1800,16,5659
1135,82114,58335,15,0,0,5658
1136,15917,105449,25,200,2,5653
1137,140511,32105,16,0,0,5651
1138,375927,18202,30,1100,3,5652
1139,28223,8625,12,0,0,5651
1140,33129,30775,14,500,1,5647
1141,1625,1375,4,0,0,1547
1142,52819,37535,15,1000,2,5645
1143,3507,14500,7,0,0,5643
1144,14769,500,1,0,0,5639
1145,37215,8199,8,0,0,5637
1146,115655,64968,21,500,1,5631
1147,179251,14775,16,200,2,5629
1148,24418,12533,13,0,0,5626
1149,34562,1770,9,250,3,5622
1150,144570,49052,15,0,0,5617
1151,24813,4066,10,0,0,5225
1152,48803,72129,14,0,0,5107
1153,22116,20809,14,0,0,5463
1154,8516,0,0,0,0,5566
1155,36079,22506,22,150,1,5323
1156,16872,28964,7,0,0,5479
1157,62895,8500,4,0,0,5520
1158,7383,7225,11,2750,7,5238
1159,2261,15062,2,0,0,5556
1160,66950,17303,20,2000,8,5464
1161,84856,6894,13,0,0,5547
1162,71128,17950,17,4450,11,5162
1163,39654,1625,6,0,0,5518
1164,25214,1000,1,0,0,5598
1165,48775,17494,15,0,0,5588
1166,81952,64754,22,0,0,5427
1167,46535,25891,14,150,1,5399
1168,23130,5032,10,0,0,5500
1169,100443,12744,21,0,0,5492
1170,139664,63706,14,0,0,5505
1171,31769,0,0,0,0,5464
1172,60170,17235,14,0,0,5351
1173,33373,0,0,0,0,5427
1174,59385,22914,11,0,0,5476
1175,210040,77333,39,0,0,5517
1176,23379,11712,25,0,0,5499
1177,22372,14766,12,0,0,4950
1178,23120,4231,7,0,0,5615
1179,46157,1625,3,500,1,5609
1180,94896,38127,15,500,1,5602
1181,12091,29271,15,0,0,5609
1182,56451,9302,11,0,0,5597
1183,106309,21873,22,1200,4,5594
1184,121853,18120,18,2000,4,5589
1185,4137,15891,19,0,0,5588
1186,21676,15392,15,100,1,5584
1187,36644,14506,13,0,0,5583
1188,77102,13175,20,1850,6,5581
1189,32214,12717,10,0,0,5576
1190,42351,28959,14,0,0,5594
1191,34450,26996,7,0,0,5566
1192,4151,375,3,0,0,5570
1193,60646,57011,18,50,1,5559
1194,44331,2850,3,350,1,5555
1195,76742,17910,13,0,0,5547
1196,27993,6000,3,0,0,5542
1197,67770,23960,15,0,0,5539
1198,30554,38243,25,0,0,5324
1199,123646,12450,30,2450,29,5069
1200,837979,18372,15,1450,4,5373
1201,6584,0,0,0,0,5118
1202,17489,5565,4,0,0,5380
1203,28941,2935,6,0,0,4692
1204,19085,827,11,0,0,5244
1205,56480,35841,31,500,1,5401
1206,8320,0,0,0,0,5164
1207,13640,1500,5,0,0,4923
1208,14739,1800,4,800,3,5332
1209,30594,3250,12,0,0,5017
1210,11162,0,0,0,0,4950
1211,15964,0,0,0,0,5325
1213,5583,3147,14,0,0,5365
1214,38822,2000,9,0,0,5304
1215,2305,0,0,0,0,5105
1216,39372,4296,10,0,0,5190
1217,25125,1875,8,0,0,5147
1218,10288,1250,3,0,0,5532
1219,135149,15300,19,3800,17,5267
1220,4916,900,3,800,2,5107
1221,163976,39098,18,2594,4,4922
1222,207021,3600,4,100,1,5412
1223,104442,38180,23,1450,5,5029
1224,131992,12504,16,0,0,5372
1225,2278,0,0,0,0,5175
1226,34086,19669,18,1500,3,5344
1227,8740,1250,3,0,0,5395
1228,241918,40945,13,0,0,5379
1229,26748,11981,14,0,0,5408
1230,65969,2550,5,1050,3,5419
1231,10009,0,0,0,0,5353
1232,378759,28904,9,2303,4,5408
1233,40965,9850,11,1850,6,5429
1234,57509,52449,19,150,1,5441
1235,71503,7819,17,0,0,5080
1236,110247,13690,16,0,0,5272
1237,83572,101110,27,1700,5,5231
1238,106234,11160,26,0,0,5238
1239,28205,101685,16,0,0,5267
1240,7239,15835,15,0,0,5343
1241,63638,0,0,0,0,5155
1242,31967,1600,4,350,2,5101
1243,97752,3676,10,0,0,5309
1244,8327,0,0,0,0,5268
1245,10179,5321,15,0,0,4989
1246,23786,16950,4,0,0,5364
1247,33020,6155,25,1500,3,5322
1248,35316,1250,4,500,1,5330
1249,146086,6950,17,6950,17,5345
1250,15352,1350,4,0,0,5359
1251,13522,5000,1,0,0,5162
1252,13949,0,0,0,0,5374
1253,99405,14150,11,2150,9,5400
1254,50016,13495,14,0,0,4548
1255,23696,5577,10,0,0,5531
1256,55384,0,0,0,0,5309
1257,166465,98717,30,0,0,5531
1258,95207,30652,30,2348,8,5531
1259,80431,2150,2,150,1,5531
1260,49288,12538,19,600,2,5353
1261,81291,10522,14,1430,1,5154
1262,48877,11761,35,371,2,5371
1263,164884,35226,18,1734,2,5283
1264,29707,300,3,0,0,5275
1265,26325,14559,20,1310,2,5521
1266,28553,13844,5,0,0,5517
1267,152421,17045,20,500,1,5510
1268,17699,0,0,0,0,5505
1269,70565,25261,15,750,2,5499
1270,15450,50,1,50,1,5499
1271,71736,53602,25,50,1,5485
1272,37926,25153,7,0,0,5845
1273,58628,22581,13,0,0,5471
1274,31007,5700,6,1200,4,5465
1275,11494,8425,15,4700,11,5487
1276,27469,1,3,0,0,5461
1277,44760,3105,6,100,2,5455
1278,7210,2402,13,0,0,5449
1279,92402,40825,14,0,0,5443
1280,22831,4500,15,0,0,5442
1281,59113,46808,32,0,0,5435
1282,24608,62774,21,0,0,5430
1283,16103,10819,13,0,0,5427
1284,51261,2000,4,2000,4,4904
1285,24698,1329,5,500,1,4267
1286,88177,53468,19,400,1,5080
1287,74453,5500,3,0,0,5181
1288,39601,4066,12,0,0,5434
1289,1227,0,0,0,0,5786
1290,138254,24100,9,0,0,5420
1291,18046,162,4,0,0,5416
1292,108395,8598,8,0,0,5416
1293,21839,1375,4,0,0,5411
1294,11542,49100,16,1500,3,5405
1295,41648,32117,35,2200,5,5408
1296,39908,45824,29,0,0,5394
1297,14889,1500,2,0,0,5393
1298,103796,63335,26,250,1,5021
1299,69323,5140,2,0,0,4786
1300,21599,5561,13,0,0,5302
1301,60936,56381,17,0,0,5051
1302,148053,10250,2,250,1,5301
1303,10702,200,2,200,2,5272
1304,249,1000,1,0,0,5204
1305,36290,8600,13,2600,9,5111
1306,157416,67795,16,0,0,5132
1307,1511,2250,11,0,0,5051
1308,184701,45629,13,500,1,4989
1309,139298,0,0,0,0,4965
1310,82380,2601,13,0,0,5071
1311,115591,9500,20,2500,16,4967
1312,107333,4374,5,1874,4,5063
1313,737514,43993,40,2150,7,5030
1314,23023,0,0,0,0,5087
1315,43403,3350,12,3350,12,3930
1316,15719,5740,13,0,0,4974
1317,128676,8500,3,0,0,5164
1318,8836,4788,6,808,3,4544
1319,94875,58314,25,800,7,4736
1320,27243,6785,12,0,0,4606
1321,64969,1135,13,0,0,4996
1322,6112,0,0,0,0,5072
1323,71784,39276,20,0,0,4936
1324,31484,3125,11,0,0,4117
1325,17995,0,0,0,0,4994
1326,40994,26916,15,500,1,5078
1327,286101,72965,31,3000,11,4666
1328,205219,30347,19,0,0,4792
1329,74777,20630,8,0,0,5384
1330,218191,24630,17,0,0,5240
1331,22132,0,0,0,0,5150
1332,83508,11268,13,2176,2,5069
1333,88122,19408,13,0,0,5174
1334,152284,77045,38,1648,10,4996
1335,4146,3750,9,0,0,5210
1336,25272,0,0,0,0,5189
1337,21855,200,3,0,0,5383
1338,63454,49068,13,0,0,5383
1339,24292,6558,10,0,0,5276
1340,60168,44133,16,0,0,4313
1341,9554,2710,3,0,0,5064
1342,30130,9192,15,0,0,4993
1343,12665,4125,24,0,0,4539
1344,9860,99,1,99,1,5055
1345,10069,200,1,0,0,4933
1346,2224,0,0,0,0,5098
1347,40576,0,0,0,0,5118
1348,5667,5667,4,0,0,4937
1349,59791,3254,7,0,0,4602
1350,128664,44298,16,50,1,5155
1351,126947,2350,2,350,1,5167
1352,189235,20487,20,0,0,5282
1353,38604,625,5,0,0,5184
1354,73008,12930,18,0,0,5050
1355,62942,4752,8,2121,6,5070
1356,33057,5190,5,0,0,4828
1357,42572,21809,14,100,1,5070
1358,38671,2200,9,1000,5,5192
1359,5320,2275,9,0,0,5084
1360,228529,24687,14,500,1,4924
1361,46272,5720,10,800,3,5092
1362,113758,12616,14,0,0,5199
1363,105458,750,4,700,2,4924
1364,39946,16951,14,0,0,5282
1365,92859,33378,15,0,0,5185
1366,25158,52278,17,0,0,5079
1367,82270,24612,6,0,0,5270
1368,97155,10004,3,0,0,5244
1369,153197,14712,17,100,1,5189
1370,55864,3691,6,500,1,5251
1371,23890,35574,19,0,0,5031
1372,46545,0,0,0,0,5066
1373,7354,0,0,0,0,5050
1374,45031,1000,1,0,0,5227
1375,16125,23288,17,0,0,5210
1376,200,200,1,200,1,5254
1377,195754,98535,40,2550,9,5202
1378,54189,8940,17,0,0,4791
1379,15439,490,3,0,0,5147
1380,56308,2500,3,1000,2,4688
1381,1000,0,0,0,0,4769
1382,45412,1100,3,1100,3,5163
1383,21582,10811,15,0,0,4695
1384,16866,0,0,0,0,5072
1385,86011,31769,18,0,0,5381
1386,31786,2661,10,0,0,5380
1387,16994,1550,3,1050,2,5379
1388,5824,0,0,0,0,5401
1389,17587,17587,7,0,0,5367
1390,1000,0,0,0,0,5367
1392,91670,48193,17,1000,2,5365
1393,92800,62042,23,350,1,5358
1394,31134,20108,17,0,0,5352
1395,57002,2570,13,0,0,5350
1396,66516,45406,16,200,1,5311
1397,18154,7748,16,0,0,5310
1398,320997,82255,24,0,0,5345
1399,14345,50752,16,0,0,5487
1400,43603,17100,4,100,1,5335
1401,1836,850,4,350,3,5329
1402,156041,5644,13,0,0,5324
1403,49145,12755,22,2450,7,5323
1404,11648,475,4,0,0,5318
1405,14525,4625,28,0,0,5317
1406,10689,2750,15,0,0,5315
1407,37552,100,1,0,0,5340
1408,210350,56754,14,0,0,5302
1409,26156,23831,16,0,0,5297
1410,32061,1100,6,0,0,5295
1411,355145,61926,29,806,8,5288
1412,6000,0,0,0,0,5286
1413,30892,11474,11,0,0,5283
1414,29263,15184,13,0,0,5279
1415,221432,31975,21,0,0,5275
1416,43761,5398,16,0,0,5268
1417,21393,5040,2,0,0,5262
1418,108950,3300,9,3300,9,5259
1419,25089,40763,19,550,2,5259
1420,77709,36028,19,100,2,5253
1421,22533,22206,17,100,1,5248
1422,25302,11312,13,0,0,5245
1423,11908,0,0,0,0,5240
1424,176982,2299,9,0,0,5234
1425,8723,77923,15,0,0,5231
1426,9071,1647,9,0,0,5225
1427,144848,37056,15,0,0,5219
1428,130364,62083,15,250,1,5213
1429,15592,37173,13,0,0,5209
1430,25404,2125,7,500,1,5203
1431,34584,6962,21,1500,7,5202
1432,32313,29188,27,0,0,5397
1433,168897,37451,24,400,2,5189
1434,68891,37257,14,500,1,5178
1435,18068,0,0,0,0,5174
1436,137134,92740,20,0,0,5170
1437,26561,100,1,0,0,4926
1438,22093,14857,11,200,1,2587
1439,58538,48670,19,500,2,4352
1440,29667,5304,19,0,0,4841
1441,88093,15518,13,343,1,4660
1442,472241,3600,12,3500,11,5045
1443,62569,33765,19,50,1,4888
1444,20982,44238,18,0,0,4716
1445,44665,333,2,333,2,3601
1446,22639,1840,4,0,0,5168
1447,120152,6250,27,3750,26,4497
1448,51402,4375,14,0,0,4978
1449,32749,450,3,450,3,5050
1450,170309,66546,20,4130,4,5009
1451,18924,4000,18,0,0,5168
1452,61919,39163,14,350,1,5157
1453,193547,3544,12,0,0,5153
1454,57927,1500,3,1500,3,5149
1455,161321,59645,21,0,0,5147
1456,66936,3450,5,950,4,5147
1457,72178,2100,10,0,0,5139
1458,33964,300,3,0,0,5128
1459,94272,11098,16,0,0,5121
1460,53360,7251,5,6251,4,5120
1461,3578,0,0,0,0,5114
1462,29342,5835,4,0,0,5153
1463,28228,12948,13,300,1,5108
1464,118601,51240,19,0,0,5105
1465,24660,7206,14,0,0,5136
1466,147822,42469,18,0,0,5107
1467,190208,37122,38,1800,6,5091
1468,2625,125,1,0,0,5087
1469,49438,33912,14,0,0,5085
1470,24930,13060,9,0,0,5084
1471,89835,9058,11,0,0,5080
1472,46734,10007,18,0,0,5080
1473,315273,12584,9,4084,4,5079
1474,50,50,1,50,1,5073
1475,97416,63679,29,0,0,5093
1476,127768,65264,21,250,1,5064
1477,139882,47089,15,0,0,4859
1478,10740,0,0,0,0,4926
1479,57330,380,3,0,0,4986
1480,33560,2600,14,0,0,4604
1481,53210,11422,10,0,0,4993
1482,9795,0,0,0,0,4960
1483,16984,10334,15,0,0,4884
1484,46349,33923,20,1100,2,4856
1485,118079,43298,16,500,1,4867
1486,29632,0,0,0,0,4898
1488,164307,21704,14,0,0,4023
1489,13490,0,0,0,0,4870
1490,36296,5780,6,0,0,4600
1491,190429,27500,11,1500,3,4974
1492,120447,53804,15,350,1,4840
1493,35094,4000,11,0,0,4944
1494,208804,56204,31,500,1,4429
1495,30662,0,0,0,0,4996
1496,157452,45312,18,0,0,4471
1497,24266,2375,12,0,0,4111
1498,49991,44146,27,2510,4,4803
1499,42275,4100,6,1600,5,4712
1500,59162,2520,7,0,0,4726
1501,109625,63372,19,500,1,5056
1502,30486,0,0,0,0,5051
1503,240904,63385,22,350,1,5045
1504,266776,8370,30,6520,28,5042
1505,20818,15214,4,0,0,5036
1506,106509,1113,7,0,0,5036
1507,65982,1750,4,750,3,5030
1508,9002,1586,9,0,0,4933
1509,16088,17872,15,0,0,4563
1510,10079,569,8,0,0,4651
1511,48863,71013,18,1050,3,4925
1512,137402,950,6,200,3,4685
1513,71076,10000,1,0,0,4820
1514,20630,2045,4,0,0,4643
1515,119180,9275,20,1300,6,4657
1516,54116,34997,14,0,0,4848
1517,36665,1625,6,0,0,4747
1518,507371,51765,18,450,1,4770
1519,48721,18781,12,300,3,4672
1520,391222,27471,20,1600,7,4905
1521,88668,9889,15,100,1,4903
1522,46074,2193,11,0,0,4419
1523,1923,1170,2,0,0,4615
1524,46030,4375,27,0,0,4566
1525,31236,2250,13,0,0,4523
1526,18351,0,0,0,0,4744
1527,4779,600,2,0,0,4926
1528,124775,11564,8,700,2,4847
1529,66923,17139,12,0,0,4875
1530,24008,540,3,0,0,4901
1531,118415,4475,10,100,1,4545
1532,2793,8000,3,0,0,4588
1533,70464,4000,4,1000,2,4889
1534,71930,32774,13,500,1,4300
1535,126484,5942,13,3192,11,4758
1536,39503,16671,18,2339,2,4884
1537,7291,0,0,0,0,4104
1538,4838,23592,16,500,1,5024
1539,73811,25394,14,1000,2,5021
1540,156219,55874,24,0,0,5015
1541,114376,33949,15,0,0,5009
1542,23965,7308,16,550,3,5003
1543,45766,4550,11,1300,7,5002
1544,57857,62650,37,12400,29,4996
1545,19998,4309,13,0,0,4995
1546,29506,4826,16,500,2,4993
1547,6020,0,0,0,0,4986
1548,27989,25369,16,2729,2,4981
1549,21933,27166,15,550,1,4974
1550,58758,6500,38,0,0,4974
1551,86069,35282,21,0,0,4972
1552,8350,2125,10,0,0,4967
1553,26862,15510,15,0,0,4965
1554,133853,68136,14,0,0,4960
1555,72623,0,0,0,0,4957
1556,36887,9048,11,0,0,4951
1557,49737,60922,22,550,2,4946
1558,53869,6750,26,0,0,4940
1559,5264,0,0,0,0,4496
1560,132132,20443,18,1310,4,3916
1561,319241,71867,36,0,0,4692
1562,333346,52013,31,4309,12,4469
1563,22459,104,2,0,0,4215
1564,65021,10369,12,0,0,3547
1565,44205,28340,13,0,0,3676
1566,18433,3174,9,0,0,3930
1567,6341,3658,12,0,0,3706
1568,3641,1164,3,0,0,3603
1569,39207,965,3,0,0,3757
1570,63362,16331,15,350,1,3544
1571,220267,8500,4,0,0,4716
1572,329,23492,14,0,0,4868
1573,22424,648,2,0,0,3951
1574,36805,13018,16,0,0,3799
1575,63437,7160,15,0,0,4595
1576,8962,0,0,0,0,4198
1577,7922,0,0,0,0,4491
1578,113731,1700,5,700,4,4482
1579,12612,0,0,0,0,4170
1580,45916,675,6,500,2,2818
1581,51324,20533,14,0,0,4408
1582,412,13000,1,0,0,4761
1583,8103,2750,15,0,0,4776
1584,91237,78864,26,0,0,4321
1585,17388,0,0,0,0,4232
1586,52046,1058,8,683,7,3456
1587,50015,20839,16,50,1,4497
1588,45340,14063,16,500,1,4660
1589,200963,6164,4,150,1,4782
1590,85884,7742,9,0,0,4692
1591,4236,3000,7,0,0,4148
1592,55843,6000,3,0,0,4341
1593,43000,1273,4,173,1,4646
1594,5573,1958,17,0,0,3714
1595,2080,0,0,0,0,4635
1596,43686,4039,12,0,0,4328
1597,11001,255,5,0,0,4315
1598,10146,26633,12,0,0,4509
1599,35062,16237,26,0,0,4152
1600,11866,6139,9,0,0,4667
1601,41048,1195,3,0,0,4856
1602,25004,1113,3,0,0,4860
1603,194074,12500,6,0,0,4701
1604,65952,34770,14,0,0,4827
1605,265532,4652,13,0,0,4849
1606,61286,1500,5,0,0,4755
1607,118177,20910,18,402,1,4811
1608,183370,30988,14,12988,9,4848
1609,98608,969,12,0,0,4663
1610,22529,5115,20,3400,16,4865
1611,2502,15500,4,500,1,4761
1612,123430,49987,17,0,0,4798
1613,36219,4044,10,0,0,4595
1614,61405,32316,20,1350,8,4828
1615,3789,181,3,0,0,4756
1616,16065,0,0,0,0,4456
